Base Folder,Mesh Folder,Chamfer Distance,Hausdorff Distance
022,./022/A_snowy_owl_with_silver_feathers_singing,0.1926349967359258,0.1785066619476434
022,./022/Silver_Rocket,0.2304235282949798,0.2503709312425969
022,./022/a_red_mushroom,0.143065145770307,0.1283037631760196
022,./022/jewellery_with_gold_and_silver,0.193383608153938,0.1667676296953947
022,./022/A_talking_cactus_with_a_sombrero,0.1710031322215594,0.1781625004761909
022,./022/Dragon,0.1648252661486409,0.1475627619208552
022,./022/Spaceship,0.183028235543601,0.1897014511678408
023,./023/copper_Robot_with_glowing_eyes,0.4389027615286076,0.6668142522479794
023,./023/A_snowy_owl_with_silver_feathers_singing,0.2485836555019524,0.3817935859600716
023,./023/Silver_Rocket,0.1879714942145293,0.3694881369213202
023,./023/a_red_mushroom,0.2749012170048498,0.4035312287787847
023,./023/jewellery_with_gold_and_silver,0.2249845486366811,0.3815395798703866
023,./023/A_talking_cactus_with_a_sombrero,0.2048229378998605,0.3962399193299112
023,./023/Dragon,0.2325418713457606,0.3475904351219267
023,./023/Spaceship,0.2021053467451504,0.348140466566998
024,./024/copper_Robot_with_glowing_eyes,0.6931835671871733,0.7512724914545241
024,./024/A_snowy_owl_with_silver_feathers_singing,0.3772284650755674,0.579768394439394
024,./024/Silver_Rocket,0.2689339138648981,0.3633216944890454
024,./024/a_red_mushroom,0.1874609371055564,0.3157368950136531
024,./024/jewellery_with_gold_and_silver,0.2065951696926777,0.3385567698347969
024,./024/A_talking_cactus_with_a_sombrero,0.2280906407326366,0.3863642511865366
024,./024/Dragon,0.2369508657992837,0.3062569189777901
024,./024/Spaceship,0.9271788522951532,0.771846209835249
025,./025/copper_Robot_with_glowing_eyes,0.2638940523351918,0.5121510393675419
025,./025/A_snowy_owl_with_silver_feathers_singing,0.3633241846123493,0.5248857095706614
025,./025/Silver_Rocket,0.3972834238169201,0.5557555029496011
025,./025/a_red_mushroom,0.3530717843103933,0.5141156578444583
025,./025/jewellery_with_gold_and_silver,0.1374388703513861,0.3007361270187245
025,./025/A_talking_cactus_with_a_sombrero,0.3528447229626629,0.5109178186280592
025,./025/Dragon,0.3450457417856278,0.427929279968113
025,./025/Spaceship,0.3484723179131888,0.5316688198702639
026,./026/copper_Robot_with_glowing_eyes,0.1977313939837581,0.3594823164688691
026,./026/A_snowy_owl_with_silver_feathers_singing,0.2753694153615901,0.3794653453000965
026,./026/Silver_Rocket,0.2056474099730743,0.3651562767030749
026,./026/a_red_mushroom,0.2461174930794974,0.3727102816874785
026,./026/jewellery_with_gold_and_silver,0.1645046454133133,0.3376650051275137
026,./026/A_talking_cactus_with_a_sombrero,0.2165547203745942,0.3437985853951758
026,./026/Dragon,0.2929277428155596,0.5157160726512439
026,./026/Spaceship,0.2507375271383646,0.4095836159452566
027,./027/copper_Robot_with_glowing_eyes,0.2539995247692663,0.3155186098073999
027,./027/A_snowy_owl_with_silver_feathers_singing,0.4279770805871515,0.4796691465428273
027,./027/Silver_Rocket,0.3028432290787665,0.4498153630264062
027,./027/a_red_mushroom,0.2916113749111751,0.4238795776317218
027,./027/jewellery_with_gold_and_silver,0.3489560373858885,0.4193998902825012
027,./027/A_talking_cactus_with_a_sombrero,0.3384680276232261,0.4093565375196067
027,./027/Dragon,0.3764872580756928,0.4032203674814002
027,./027/Spaceship,0.3420403218191099,0.4252588792880552
028,./028/copper_Robot_with_glowing_eyes,0.3241066578977079,0.4204366465552423
028,./028/A_snowy_owl_with_silver_feathers_singing,0.1797020769096051,0.3456650511111789
028,./028/Silver_Rocket,0.2066363109438875,0.318098088472836
028,./028/a_red_mushroom,0.2131996631704926,0.360425788092252
028,./028/jewellery_with_gold_and_silver,0.1684692954884484,0.2472187104142634
028,./028/A_talking_cactus_with_a_sombrero,0.1642277858759792,0.2184105439955268
028,./028/Dragon,0.1642924168424284,0.2425262967434413
028,./028/Spaceship,0.2690428583841499,0.3291492188620798
029,./029/copper_Robot_with_glowing_eyes,0.2259976377729643,0.2833183798936364
029,./029/A_snowy_owl_with_silver_feathers_singing,0.1722927840811585,0.3438981322475843
029,./029/Silver_Rocket,0.1687694206668853,0.2859270206805872
029,./029/a_red_mushroom,0.1704951443354221,0.2870708851501812
029,./029/jewellery_with_gold_and_silver,0.1560234460534042,0.2589570924652611
029,./029/A_talking_cactus_with_a_sombrero,0.1628835408677089,0.2735086365011253
029,./029/Dragon,0.1641071160277137,0.2673381026663788
029,./029/Spaceship,0.181976941250019,0.281496422148591
030,./030/copper_Robot_with_glowing_eyes,0.2176891758396966,0.3161821284806265
030,./030/A_snowy_owl_with_silver_feathers_singing,0.3304946419603064,0.4211609112294972
030,./030/Silver_Rocket,0.2672840135766559,0.3531317615128119
030,./030/a_red_mushroom,0.2260564644095369,0.308134636714781
030,./030/jewellery_with_gold_and_silver,0.1411052671009384,0.2133353046789947
030,./030/A_talking_cactus_with_a_sombrero,0.1879434911246985,0.2664605520420298
030,./030/Dragon,0.3520793598914282,0.5736126001331967
030,./030/Spaceship,0.18879230435136,0.3123891881742424
031,./031/copper_Robot_with_glowing_eyes,0.3152204296969005,0.7055811501708507
031,./031/A_snowy_owl_with_silver_feathers_singing,0.2975271085082765,0.7042808765378155
031,./031/Silver_Rocket,0.3321126322369393,0.719704952754281
031,./031/a_red_mushroom,0.3329707456238874,0.665345838881546
031,./031/jewellery_with_gold_and_silver,0.306458331767182,0.7106523534864002
031,./031/A_talking_cactus_with_a_sombrero,0.2825815433534447,0.7052950141169492
031,./031/Dragon,0.349651562534866,0.7233088699448449
031,./031/Spaceship,0.3084554420237386,0.7262208407924214
032,./032/copper_Robot_with_glowing_eyes,0.4118842243296945,0.4720158734317996
032,./032/A_snowy_owl_with_silver_feathers_singing,0.5204738862840926,0.7271143005343782
032,./032/Silver_Rocket,0.2988362399090196,0.4338356852487582
032,./032/a_red_mushroom,0.3911390134550246,0.6311360883813965
032,./032/jewellery_with_gold_and_silver,0.3784161032571757,0.6276114366665263
032,./032/A_talking_cactus_with_a_sombrero,0.3696228639724688,0.5061607894300791
032,./032/Dragon,0.4823575615826984,0.670618223709532
032,./032/Spaceship,0.3274049118578319,0.456002548438027
033,./033/copper_Robot_with_glowing_eyes,0.3787110665085807,0.5520876624639534
033,./033/A_snowy_owl_with_silver_feathers_singing,0.3069458447893382,0.4747570627360835
033,./033/Silver_Rocket,0.2882532998907779,0.4391798241509476
033,./033/a_red_mushroom,0.4565006101301504,0.5645066181561876
033,./033/jewellery_with_gold_and_silver,0.2073582607499479,0.4691730254029879
033,./033/A_talking_cactus_with_a_sombrero,0.3010262036221314,0.3692975566735284
033,./033/Dragon,0.3461959641865934,0.445251294040137
033,./033/Spaceship,0.2728131349735723,0.4537262266406036
034,./034/copper_Robot_with_glowing_eyes,0.2577253814770501,0.4147623991250979
034,./034/A_snowy_owl_with_silver_feathers_singing,0.223613186483486,0.2841814608508571
034,./034/Silver_Rocket,0.3262504101172507,0.5950426695879024
034,./034/a_red_mushroom,0.2124728395507373,0.4568932947461321
034,./034/jewellery_with_gold_and_silver,0.2846982487083412,0.438497672260934
034,./034/A_talking_cactus_with_a_sombrero,0.2829281207073566,0.4811114067176741
034,./034/Dragon,0.1792397260972041,0.3511365461308574
034,./034/Spaceship,0.175024154527722,0.2474237831042628
035,./035/copper_Robot_with_glowing_eyes,0.371758360174698,0.5319686558488519
035,./035/A_snowy_owl_with_silver_feathers_singing,0.2823667084186819,0.4361227353720509
035,./035/Silver_Rocket,0.2500817623114439,0.4153803751432112
035,./035/a_red_mushroom,0.2624963254542936,0.4996815554036212
035,./035/jewellery_with_gold_and_silver,0.2470284291189782,0.4646181477847295
035,./035/A_talking_cactus_with_a_sombrero,0.2891423986614503,0.3836731467718736
035,./035/Dragon,0.3263747614903249,0.3835778669878595
035,./035/Spaceship,0.2493838087797067,0.3711554911596695
036,./036/copper_Robot_with_glowing_eyes,0.3881125539089837,0.6099285461505315
036,./036/A_snowy_owl_with_silver_feathers_singing,0.3332622937678643,0.6123739144947269
036,./036/Silver_Rocket,0.4193344957552519,0.7737792401053069
036,./036/a_red_mushroom,0.5871709106001423,0.7565247533069236
036,./036/jewellery_with_gold_and_silver,0.2675088422025101,0.5774692692580802
036,./036/A_talking_cactus_with_a_sombrero,0.3738795882662503,0.6241222548950903
036,./036/Dragon,0.4483263452272996,0.7021175122222422
036,./036/Spaceship,0.3771883783958196,0.6762340756984576
037,./037/copper_Robot_with_glowing_eyes,0.2866133504495327,0.4971185113466874
037,./037/A_snowy_owl_with_silver_feathers_singing,0.4771167271603943,0.5256190269770349
037,./037/Silver_Rocket,0.3394215224091997,0.4888399766371717
037,./037/a_red_mushroom,0.3997419694516397,0.4935049505202088
037,./037/jewellery_with_gold_and_silver,0.2336873202487864,0.292708857304523
037,./037/A_talking_cactus_with_a_sombrero,0.2446972711182705,0.3100706079618182
037,./037/Dragon,0.2471037048649072,0.301114266394753
037,./037/Spaceship,0.3273400559504533,0.431555332173944
038,./038/copper_Robot_with_glowing_eyes,0.6422341712566404,0.7617968165075089
038,./038/A_snowy_owl_with_silver_feathers_singing,0.3979609344603856,0.5855449014495605
038,./038/Silver_Rocket,0.6471005990851577,0.6390915477909288
038,./038/a_red_mushroom,0.4038354098386683,0.603078586741224
038,./038/jewellery_with_gold_and_silver,0.663395511257081,0.7237835875023436
038,./038/A_talking_cactus_with_a_sombrero,0.4983075035720968,0.5678715831248761
038,./038/Dragon,0.6593152466351517,0.6840748215541765
038,./038/Spaceship,0.674293911401376,0.6893198969872257
039,./039/copper_Robot_with_glowing_eyes,0.2346227470233772,0.2802981566783015
039,./039/A_snowy_owl_with_silver_feathers_singing,0.2349515041508964,0.2908285267929089
039,./039/Silver_Rocket,0.3067722097040157,0.4596998638312227
039,./039/a_red_mushroom,0.2535393200198085,0.4644412034231565
039,./039/jewellery_with_gold_and_silver,0.2813206262529661,0.435955667835015
039,./039/A_talking_cactus_with_a_sombrero,0.3194549417993848,0.4403372241588122
039,./039/Dragon,0.2716103993090061,0.4201056032426153
039,./039/Spaceship,0.2390665617989842,0.3356463611650558
040,./040/copper_Robot_with_glowing_eyes,0.3676857638579761,0.5043565953227405
040,./040/A_snowy_owl_with_silver_feathers_singing,0.2905751944187845,0.4752025363966951
040,./040/Silver_Rocket,0.3812872608199206,0.4247614739485543
040,./040/a_red_mushroom,0.3419139016387854,0.4621399922581704
040,./040/jewellery_with_gold_and_silver,0.4109259320335844,0.6942477341729794
040,./040/A_talking_cactus_with_a_sombrero,0.3757007823565607,0.5118249837979207
040,./040/Dragon,0.3814526451257883,0.4836999644930723
040,./040/Spaceship,0.3270374991200663,0.4973509611186982
041,./041/copper_Robot_with_glowing_eyes,0.4348629835052048,0.762500463581093
041,./041/A_snowy_owl_with_silver_feathers_singing,0.3814771375277735,0.6284609691974238
041,./041/Silver_Rocket,0.6915522883224994,0.8291821173671544
041,./041/a_red_mushroom,0.5047347349693962,0.6761673629998837
041,./041/jewellery_with_gold_and_silver,0.5224168996809875,0.7645991301862074
041,./041/A_talking_cactus_with_a_sombrero,0.6133219081861084,0.7971812437656443
041,./041/Dragon,0.7499607489699939,0.8262512025219777
041,./041/Spaceship,0.6297637146496727,0.8169690947359028
042,./042/copper_Robot_with_glowing_eyes,0.1860425695861019,0.3970033989404672
042,./042/A_snowy_owl_with_silver_feathers_singing,0.3805977004976701,0.4063923399946593
042,./042/Silver_Rocket,0.3019338291583487,0.5471291115904519
042,./042/a_red_mushroom,0.1847948118677738,0.3141852131825199
042,./042/jewellery_with_gold_and_silver,0.1873976853954939,0.2779727001912819
042,./042/A_talking_cactus_with_a_sombrero,0.1581286829253016,0.258905228218117
042,./042/Dragon,0.2786190873511495,0.4233912675004927
042,./042/Spaceship,0.1936503885458615,0.3063521863324969
043,./043/copper_Robot_with_glowing_eyes,0.200184851764981,0.4102183119256918
043,./043/A_snowy_owl_with_silver_feathers_singing,0.3357263919162411,0.4452787662525012
043,./043/Silver_Rocket,0.2594354482488987,0.4136076777624519
043,./043/a_red_mushroom,0.3387955638904253,0.4117250623383927
043,./043/jewellery_with_gold_and_silver,0.3520741465110202,0.4479024209961659
043,./043/A_talking_cactus_with_a_sombrero,0.1791267788788672,0.4093345272337936
043,./043/Dragon,0.2947065090855024,0.4125639182885052
043,./043/Spaceship,0.225740436659778,0.4130996360894243
044,./044/copper_Robot_with_glowing_eyes,0.090630823841708,0.1523968985698914
044,./044/A_snowy_owl_with_silver_feathers_singing,0.1625171993638911,0.3358660207960103
044,./044/Silver_Rocket,0.1072368340067837,0.1609770087262355
044,./044/a_red_mushroom,0.1799720798799161,0.3472796836785097
044,./044/jewellery_with_gold_and_silver,0.1278536026606914,0.156102378951105
044,./044/A_talking_cactus_with_a_sombrero,0.2649535633527559,0.3328509938784808
044,./044/Dragon,0.2406293040909425,0.275578256636309
044,./044/Spaceship,0.1609374852230138,0.1777376773315866
045,./045/copper_Robot_with_glowing_eyes,0.190926334295041,0.29791643318287
045,./045/A_snowy_owl_with_silver_feathers_singing,0.2510385021382314,0.3178130640874801
045,./045/Silver_Rocket,0.3989670865553121,0.4470128675903774
045,./045/a_red_mushroom,0.219120583079974,0.2881435096022753
045,./045/jewellery_with_gold_and_silver,0.4032673437314216,0.4665366375020653
045,./045/A_talking_cactus_with_a_sombrero,0.2060738316548621,0.2288215119731938
045,./045/Dragon,0.2507961354454404,0.2727062299941311
045,./045/Spaceship,0.3473450438367782,0.3466382247260862
046,./046/copper_Robot_with_glowing_eyes,0.1536034057361063,0.1982041120424937
046,./046/A_snowy_owl_with_silver_feathers_singing,0.2072324413717,0.2657029547129089
046,./046/Silver_Rocket,0.2411646091652101,0.3093749888283611
046,./046/a_red_mushroom,0.1464387852490826,0.1952385382027713
046,./046/jewellery_with_gold_and_silver,0.1816787791110339,0.3008307029682623
046,./046/A_talking_cactus_with_a_sombrero,0.3023193798897716,0.45846375164922
046,./046/Dragon,0.1720760070455095,0.292744803934036
046,./046/Spaceship,0.2504519888755864,0.3719591576230628
047,./047/copper_Robot_with_glowing_eyes,0.2751709858420055,0.4633647392090917
047,./047/A_snowy_owl_with_silver_feathers_singing,0.3182345958771407,0.495330083002691
047,./047/Silver_Rocket,0.3112622778796018,0.5011226990888784
047,./047/a_red_mushroom,0.2855677056704531,0.43581468922836
047,./047/jewellery_with_gold_and_silver,0.2965873640436347,0.5163135755711341
047,./047/A_talking_cactus_with_a_sombrero,0.2787531530500005,0.4443835621927952
